0,1,2,3,4,5,6,7,8
1,18,1,1,1,0,1,1,0
1,18,1,1,1,0,1,1,0
1,18,0,0,3,1,2,0,2
1,19,1,1,0,0,0,0,0
1,18,0,1,1,0,1,0,0
1,19,0,1,2,0,3,1,3
1,18,1,2,3,1,3,1,3
1,18,1,1,2,0,0,0,2
1,18,0,3,2,0,1,0,2
1,20,0,1,0,0,0,0,0
1,18,0,2,1,0,1,0,0
1,20,0,1,2,0,0,0,2
1,21,1,1,2,0,0,0,0
1,18,0,1,0,0,0,0,0
1,19,1,2,2,0,3,0,1
1,19,1,1,0,0,0,0,0
1,18,1,2,2,0,3,0,3
1,19,0,2,1,0,0,0,0
1,19,1,1,2,1,2,1,3
1,19,1,1,2,0,3,0,1
1,18,0,2,1,0,1,0,0
1,18,1,1,1,0,2,0,1
1,23,1,2,2,0,3,1,3
1,19,0,1,2,0,2,1,3
1,18,1,1,2,0,2,0,3
1,19,0,1,0,0,1,0,0
1,18,1,1,1,0,0,0,0
1,20,0,1,0,0,0,0,0
1,18,1,1,4,1,3,1,3
1,19,0,1,1,0,0,0,0
1,19,1,1,2,1,1,0,2
1,18,1,1,2,0,2,0,1
1,18,1,0,0,0,1,0,0
1,18,1,1,1,0,0,0,0
1,18,0,1,0,0,0,0,0
1,20,0,2,3,1,3,1,3
1,18,1,3,1,0,0,0,0
1,18,0,1,1,0,1,0,0
1,18,1,2,1,0,0,0,0
1,18,0,2,1,0,0,1,0
1,20,1,1,0,0,1,0,0
1,19,0,1,3,0,2,0,2
1,19,1,1,0,0,1,0,0
1,18,0,1,2,1,1,1,2
1,19,1,1,0,0,1,0,0
1,18,0,1,1,0,1,0,0
1,19,1,3,1,0,2,0,1
1,18,1,1,1,0,0,0,0
1,19,1,0,0,0,2,1,1
1,20,0,1,2,0,2,0,2
1,18,0,1,1,0,0,0,0
1,18,0,1,2,0,3,0,3
1,18,0,2,2,1,2,0,2
1,19,0,1,0,0,0,0,0
1,18,1,1,0,0,0,0,0
1,20,0,2,0,0,0,0,0
1,18,0,2,0,0,0,0,0
1,18,1,1,1,0,1,0,0
1,19,0,1,1,0,2,0,0
1,18,0,2,0,0,0,0,0
1,19,1,1,1,0,1,1,0
1,19,0,1,1,0,1,0,0
1,23,1,1,2,0,3,0,3
1,21,1,2,3,1,2,1,3
1,20,0,3,0,0,1,0,0
1,20,0,1,3,1,1,1,2
1,26,0,3,1,0,1,0,0
1,20,1,2,1,0,0,0,0
1,19,1,2,2,0,3,1,3
1,20,1,2,1,0,2,0,1
1,19,1,1,2,0,1,1,2
1,20,1,1,3,0,2,1,3
1,19,1,1,1,0,0,0,0
1,19,1,2,1,0,3,1,1
1,19,1,1,0,0,0,0,0
1,23,0,2,1,0,1,0,0
1,19,0,2,2,0,2,0,2
1,19,1,3,2,0,2,0,1
1,19,1,1,0,0,0,0,0
1,19,1,0,3,1,3,1,3
1,20,1,2,3,1,3,1,3
1,18,1,2,2,0,1,0,2
1,19,0,1,1,0,1,1,2
1,21,0,1,3,1,1,1,2
1,20,0,3,0,0,0,0,0
1,19,0,1,0,0,0,0,0
1,19,0,1,0,0,0,0,0
1,20,0,1,1,0,1,0,0
1,20,1,1,1,0,1,0,0
1,21,0,0,1,0,1,0,0
1,24,0,2,1,0,0,0,0
1,20,0,2,4,1,0,1,2
1,20,0,2,0,0,1,0,0
1,19,0,1,0,0,0,0,0
1,20,0,1,0,0,0,0,0
1,21,1,3,1,1,2,0,3
1,20,1,1,1,0,1,0,0
1,19,1,1,1,0,2,0,1
1,19,1,1,0,0,0,0,0
1,18,1,1,1,0,1,0,0
1,24,0,4,4,1,3,1,3
1,19,1,2,1,0,1,0,0
1,19,1,1,0,0,0,0,0
1,19,1,1,2,1,1,1,2
1,19,1,1,0,0,0,0,0
1,21,0,1,0,0,1,0,0
1,19,0,1,4,1,3,1,3
1,19,1,1,1,0,3,0,1
1,18,0,3,3,1,3,1,3
1,19,1,1,3,1,3,1,3
1,23,0,1,2,0,2,0,2
1,21,1,2,2,0,1,0,0
1,22,1,1,2,0,1,0,2
1,20,1,2,0,0,0,0,0
1,20,1,2,4,1,3,1,3
1,20,1,2,2,0,3,1,3
1,19,1,2,1,0,1,0,0
1,19,0,3,0,0,0,0,0
1,19,1,0,4,1,3,1,3
1,19,0,1,0,0,0,0,0
1,21,0,1,0,0,0,1,0
1,19,1,1,1,0,1,0,0
1,20,1,0,1,0,1,0,0
1,19,1,1,0,0,2,0,1
1,19,1,2,1,0,2,0,1
1,31,0,1,2,0,2,0,3
1,20,1,1,1,0,0,0,0
1,20,1,1,0,0,1,1,0
1,18,1,1,1,0,1,0,0
1,21,1,1,2,0,3,0,3
1,19,1,1,0,0,0,0,0
1,20,1,1,0,0,1,0,0
1,19,0,1,0,0,0,0,0
1,20,0,1,1,0,1,0,0
1,19,1,1,2,0,1,0,2
1,19,0,1,2,0,2,0,2
1,19,1,0,0,0,0,0,0
1,19,1,2,2,0,2,0,3
1,19,1,1,1,0,0,0,0
1,21,0,2,3,0,2,1,3
1,20,0,1,1,0,1,0,0
1,19,0,1,0,0,0,0,0
1,20,0,2,1,0,0,0,0
1,24,0,1,0,0,0,0,0
1,22,0,2,1,0,0,0,0
1,19,1,3,1,0,1,0,0
1,20,1,1,1,0,1,0,0
1,21,1,2,1,0,1,0,0
1,19,0,2,1,0,0,0,0
2,19,0,1,3,1,3,1,3
2,20,1,1,1,0,1,0,0
2,21,0,1,0,0,1,0,0
2,19,1,1,1,0,1,0,0
2,21,0,1,1,0,1,0,0
2,20,0,2,1,0,1,1,2
2,25,1,1,1,0,2,1,3
2,19,1,1,1,0,1,1,0
2,20,1,1,0,0,0,1,0
2,20,0,2,2,0,0,0,2
2,19,0,1,1,0,0,1,0
2,20,0,1,1,0,0,0,0
2,23,1,5,2,1,1,1,2
2,20,1,1,3,1,3,1,3
2,20,1,2,2,0,2,0,3
2,19,1,1,3,0,3,1,3
2,20,1,2,1,0,1,0,0
2,20,1,2,3,0,3,1,3
2,20,0,2,1,0,0,0,0
2,19,0,1,0,1,1,0,2
2,19,1,1,0,0,1,0,0
2,19,1,0,4,0,3,1,3
2,23,1,1,0,0,1,0,0
2,20,0,1,1,0,2,1,1
2,19,1,1,2,1,2,1,3
2,19,0,1,1,0,1,0,0
2,20,1,0,2,0,1,0,0
2,19,0,1,3,1,3,1,3
2,19,0,1,1,0,0,0,0
2,19,1,1,3,1,3,1,3
2,19,1,1,2,0,1,0,2
2,19,1,1,2,0,2,0,1
2,19,1,0,1,0,3,0,1
2,18,0,2,0,0,1,0,0
2,19,1,1,2,0,1,1,2
2,19,1,1,2,0,2,1,3
2,19,1,1,1,0,2,0,1
2,19,0,1,1,0,3,0,1
2,19,1,1,2,0,3,0,3
2,20,1,1,2,1,3,0,1
2,19,1,1,3,1,1,1,2
2,20,1,2,0,0,0,0,0
2,24,0,2,2,0,2,0,2
2,20,0,2,0,0,0,0,0
2,19,0,1,1,0,1,1,0
2,19,1,1,2,0,1,1,2
2,19,1,2,1,0,2,0,1
2,20,1,1,1,0,1,0,0
2,21,0,1,2,0,1,0,2
2,22,0,1,2,0,0,0,2
2,19,1,1,1,0,1,0,0
2,19,0,1,2,0,1,1,2
2,23,0,1,0,0,0,1,0
2,19,1,1,2,0,2,0,3
2,19,0,1,0,0,0,0,0
2,18,1,1,1,0,1,0,0
2,21,0,1,0,0,2,0,0
2,19,0,1,0,0,0,0,0
2,20,0,1,1,0,1,0,0
2,19,1,1,1,0,2,0,1
2,19,1,1,1,0,1,0,0
2,19,1,1,0,0,1,0,0
2,20,0,1,0,0,0,0,0
2,19,0,2,1,0,0,1,0
2,20,1,1,4,0,2,1,3
2,20,0,1,1,0,1,0,0
2,19,0,1,1,0,0,0,0
2,21,0,4,2,0,1,0,2
2,19,0,1,2,0,2,0,2
2,19,1,2,1,1,0,0,2
2,19,1,1,1,0,0,1,2
2,22,0,2,2,0,1,0,2
2,22,1,1,1,0,2,0,1
2,19,1,0,1,0,2,0,1
2,21,0,0,1,0,2,0,0
2,19,0,1,1,0,0,0,0
2,22,0,1,2,0,2,0,3
2,20,0,1,0,0,0,1,0
2,19,1,1,1,0,3,1,1
2,19,0,2,1,0,1,0,0
2,21,0,1,1,0,1,0,0
2,22,0,2,1,0,3,0,1
2,19,1,1,1,0,1,0,0
2,20,0,1,1,0,0,0,0
2,18,1,1,1,0,1,0,0
2,20,0,1,2,0,1,0,2
2,19,1,3,3,1,3,1,3
2,20,1,1,2,0,2,0,3
2,20,0,1,0,0,1,0,0
2,19,0,4,2,0,1,0,2
2,19,0,1,1,0,2,0,0
2,19,1,0,1,0,0,0,0
2,21,0,2,0,0,1,0,0
2,19,1,1,0,0,0,0,0
2,18,0,1,1,0,0,0,0
2,20,1,1,1,0,0,0,0
2,21,1,1,1,0,1,0,0
2,19,0,3,0,0,0,0,0
2,19,0,1,2,1,2,1,3
2,20,0,2,1,0,1,0,0
2,19,1,1,2,0,3,1,3
2,19,1,1,1,0,1,0,0
2,19,0,1,0,0,0,0,0
2,20,0,1,0,0,1,0,0
2,18,1,1,2,0,3,0,3
2,22,0,2,0,0,0,0,0
2,19,0,1,0,0,0,0,0
2,20,1,0,0,0,1,0,0
2,19,1,1,1,0,2,1,3
2,20,1,1,2,0,3,1,3
2,19,1,0,1,0,2,0,1
2,19,1,4,3,1,3,1,3
2,19,1,1,1,0,0,0,0
2,19,0,1,1,0,1,0,0
2,20,1,1,1,0,1,0,0
2,20,1,1,2,0,0,0,2
2,19,0,2,1,0,1,0,0
2,20,0,1,1,0,1,0,0
2,19,0,2,1,0,1,0,0
2,21,1,0,1,0,1,1,2
2,20,1,1,0,0,0,0,0
2,20,1,2,1,0,3,0,1
2,19,0,3,1,1,1,0,2
2,20,1,1,1,0,1,0,0
2,20,0,1,0,0,0,0,0
2,19,0,1,1,1,1,0,2
2,21,0,2,0,0,1,0,0
2,21,1,3,4,0,3,1,3
2,19,1,1,1,0,1,1,2
2,23,1,1,1,0,0,0,0
2,19,1,1,1,0,1,0,0
2,19,0,1,1,0,1,0,0
2,20,0,1,0,0,0,0,0
2,20,0,2,1,0,0,0,0
2,19,0,1,1,0,0,0,0
2,19,0,1,1,0,2,0,0
2,24,0,3,1,0,1,0,0
2,19,0,2,1,0,1,0,0
2,21,0,3,0,0,0,0,0
2,20,0,1,1,0,1,1,0
2,19,0,2,2,1,0,0,2
2,19,0,1,3,0,2,1,3
2,19,0,1,3,1,1,1,2
2,19,0,1,1,0,0,0,0
2,21,1,1,1,0,2,0,1
2,19,0,2,1,0,0,0,0
2,19,0,1,2,1,1,1,2
2,19,0,2,1,0,1,0,0
2,20,0,1,1,0,2,1,0
2,20,0,1,1,0,0,0,0
2,20,1,1,1,0,2,1,1
2,19,1,1,0,0,0,0,0
2,20,1,1,1,0,2,0,1
2,19,1,1,1,0,2,0,1
2,19,0,1,1,0,0,0,0
2,21,0,2,1,0,1,0,0
2,19,0,1,1,0,1,1,2
2,19,1,1,0,0,0,0,0
2,19,0,2,1,1,2,1,3
2,19,1,1,1,0,0,0,0
2,23,1,1,1,0,2,0,1
2,19,0,1,0,0,0,0,0
2,19,1,1,0,0,1,0,0
2,19,0,2,0,0,0,0,0
2,19,1,1,1,1,2,0,3
2,19,0,1,1,0,0,0,0
2,20,0,1,1,0,0,0,0
2,20,1,1,2,0,2,0,1
2,19,1,2,2,0,1,0,2
2,19,0,2,1,1,2,1,2
2,20,0,1,1,0,0,0,0
2,19,0,1,1,0,0,1,0
2,20,0,2,2,0,0,0,2
2,20,1,1,0,0,0,1,0
2,19,1,1,1,0,1,1,0
2,25,1,1,1,0,2,1,3
2,20,0,2,1,0,1,1,2
2,21,0,1,1,0,1,0,0
2,19,1,1,1,0,1,0,0
2,21,0,1,0,0,1,0,0
2,20,1,1,1,0,1,0,0
2,19,0,1,3,1,3,1,3
2,20,0,1,1,0,1,0,0
2,19,1,1,0,0,1,0,0
2,20,1,2,1,0,0,0,0
3,20,1,1,2,0,2,0,1
3,20,0,1,1,0,0,0,0
3,21,0,1,1,0,0,0,0
3,20,1,1,0,0,0,0,0
3,20,1,0,1,0,1,0,0
3,20,1,1,0,0,0,0,0
3,20,1,1,2,0,1,0,0
3,22,1,2,3,1,3,1,3
3,20,0,1,2,0,1,0,2
3,20,1,2,0,0,1,0,0
3,20,1,1,1,0,1,0,0
3,21,1,1,1,0,1,0,0
3,22,1,1,1,0,2,0,1
3,20,0,3,2,0,2,0,2
3,20,0,2,0,0,0,0,0
3,21,1,1,2,0,1,1,2
3,20,1,2,1,0,1,0,0
3,20,0,1,2,0,1,0,2
3,21,0,0,1,0,1,0,0
3,22,1,1,2,0,2,0,1
3,26,0,1,1,0,0,0,0
3,20,1,2,0,0,0,0,0
3,20,1,1,0,0,0,0,0
3,20,0,1,0,0,0,0,0
3,20,0,1,1,0,0,0,0
3,20,1,1,0,0,0,0,0
3,20,0,1,0,0,0,0,0
3,21,0,1,0,0,0,0,0
3,21,0,1,1,0,1,0,0
3,20,0,2,1,0,2,0,0
3,20,1,1,0,0,0,1,0
3,20,0,1,0,0,0,0,0
3,20,1,1,0,0,0,0,0
3,20,1,1,1,0,0,0,0
3,21,0,1,0,0,0,0,0
3,20,0,1,1,0,0,0,0
3,21,0,1,0,0,1,0,0
3,20,0,2,0,0,0,0,0
3,28,0,2,2,1,1,1,2
3,20,1,1,1,0,0,0,0
3,21,1,1,2,0,2,1,3
3,20,0,2,0,0,0,0,0
3,20,0,1,2,0,1,0,2
3,21,0,1,0,0,0,0,0
3,20,0,3,1,0,1,0,0
3,21,1,1,2,0,3,0,1
3,22,0,2,1,0,0,0,0
3,23,1,1,0,0,1,0,0
3,21,1,1,0,0,1,0,0
3,23,0,1,1,0,1,0,0
3,20,0,1,0,0,0,0,0
3,20,1,0,2,0,2,0,3
3,19,0,1,1,0,1,0,0
3,22,0,1,4,1,3,1,3
3,21,0,1,1,0,0,0,0
3,20,0,1,0,0,0,0,0
3,21,1,1,1,1,1,0,2
3,20,0,1,0,0,0,0,0
3,21,1,1,0,0,0,0,0
3,19,1,2,1,0,0,0,0
3,20,0,1,2,0,3,0,3
3,22,1,1,0,0,0,0,0
3,20,1,3,0,0,0,0,0
3,21,0,2,0,0,0,0,0
3,21,0,2,1,0,2,0,0
3,20,1,1,1,0,2,0,1
3,20,1,1,2,0,3,0,1
3,20,1,2,2,0,0,0,2
3,21,0,2,0,0,0,0,0
3,20,0,1,1,0,1,0,0
3,21,1,1,1,0,1,1,2
3,20,1,2,1,0,3,0,1
3,20,1,1,1,0,1,0,0
3,24,0,2,0,0,0,0,0
3,21,0,1,1,0,1,1,2
3,21,1,1,1,0,0,0,0
3,21,0,1,3,0,2,1,3
3,22,0,2,0,0,1,0,0
3,20,1,1,1,0,2,1,3
3,22,0,1,1,0,1,0,0
3,20,1,1,2,1,2,0,1
3,20,1,1,1,0,0,0,0
3,20,0,2,3,1,2,0,2
3,21,1,1,1,0,0,0,0
3,23,1,1,2,0,1,1,2
3,23,0,2,1,0,1,0,0
3,21,1,1,0,0,0,0,0
3,22,1,1,0,0,0,1,0
3,21,1,1,0,0,0,0,0
3,21,0,2,0,0,0,0,0
3,21,1,1,1,0,0,0,0
3,21,1,2,0,0,0,0,0
3,21,0,1,1,0,1,1,0
3,21,1,2,1,0,1,0,0
3,22,1,1,0,0,0,0,0
3,21,0,1,1,0,2,0,0
3,21,0,1,0,0,0,0,0
3,22,1,1,1,0,1,0,0
3,21,1,2,0,0,2,0,1
3,22,1,2,1,0,0,0,0
3,23,1,2,1,0,0,0,0
3,23,1,1,0,0,0,0,0
3,22,1,1,2,1,2,0,3
3,21,0,2,0,0,0,0,0
3,22,0,2,0,0,0,1,0
3,22,0,1,1,1,1,0,2
3,21,0,1,0,0,0,0,0
3,22,1,1,1,0,2,1,1
3,18,1,2,0,0,1,0,0
3,21,1,0,1,0,1,0,0
3,21,0,1,0,0,2,0,0
3,21,0,1,0,0,0,0,0
3,22,0,1,2,1,2,0,2
3,22,1,1,2,0,0,0,2
3,25,0,2,0,0,0,0,0
3,21,1,0,1,0,1,0,0
3,22,0,2,0,0,0,0,0
3,21,1,1,1,0,1,0,0
3,21,1,1,0,0,0,0,0
3,21,0,1,0,0,0,0,0
3,21,0,2,0,0,0,0,0
3,21,1,1,1,0,1,1,0
3,21,0,2,1,0,1,1,2
3,21,1,1,0,0,0,0,0
3,23,1,2,1,0,0,0,0
3,21,1,1,2,0,1,1,2
3,21,0,1,1,0,1,0,0
3,20,0,2,0,0,1,0,0
3,21,0,1,0,0,0,0,0
3,27,0,2,1,0,1,0,0
3,21,0,1,0,0,0,0,0
3,21,0,1,0,0,0,0,0
3,22,1,1,0,0,0,0,0
3,22,1,2,1,1,1,0,2
3,22,0,1,0,0,0,0,0
3,23,1,2,1,0,1,0,0
3,21,1,2,0,0,0,0,0
3,21,1,0,1,0,1,0,0
4,23,0,1,0,0,0,0,0
4,22,1,1,1,0,1,0,0
4,22,1,1,1,0,1,0,0
4,21,1,1,1,0,2,0,1
4,24,1,1,2,0,2,1,3
4,21,0,2,1,0,1,1,0
4,31,1,1,1,0,0,0,0
4,22,0,1,0,0,0,0,0
4,21,1,1,1,0,1,1,0
4,21,1,1,1,0,1,0,0
4,21,1,1,1,0,1,0,0
4,21,0,1,0,0,0,0,0
4,21,1,1,1,0,1,0,0
4,21,0,2,0,0,1,0,0
4,21,1,0,0,0,0,0,0
4,21,0,1,0,0,1,1,0
4,21,1,1,2,0,1,0,2
4,21,1,0,3,0,3,1,3
4,22,1,1,1,0,2,0,1
4,21,0,1,0,0,0,0,0
4,21,0,1,0,0,1,0,0
4,21,1,1,0,0,1,0,0
4,21,0,2,3,1,2,1,3
4,22,1,1,2,0,0,1,2
4,22,1,1,0,0,1,1,0
4,22,0,1,2,0,1,0,2
4,21,1,1,1,0,1,0,0
4,22,1,1,0,0,0,0,0
4,23,0,1,0,0,0,0,0
4,22,0,1,1,0,1,1,2
4,22,0,2,0,0,0,0,0
4,24,1,2,1,0,0,1,0
4,22,1,1,1,0,1,0,0
4,21,1,1,2,0,1,0,2
4,22,1,1,0,0,1,0,0
4,21,0,1,2,0,2,1,3
4,24,0,2,1,0,0,0,0
4,21,1,1,2,0,1,0,2
4,21,1,1,2,0,1,0,0
4,21,1,1,1,0,0,1,0
4,21,0,1,0,0,0,0,0
4,22,1,1,2,0,1,1,2
4,22,0,2,0,0,1,0,0
4,21,1,0,1,0,1,0,0
4,21,1,1,0,0,0,0,0
4,22,1,2,1,0,1,0,0
4,21,1,1,1,0,0,0,0
4,21,0,2,2,0,1,0,2
4,22,1,1,1,0,1,0,0
4,22,1,1,1,0,2,1,1
4,25,0,1,0,0,0,0,0
4,21,0,2,0,0,0,0,0
4,24,1,2,1,0,0,0,0
4,22,0,1,1,0,2,0,0
4,22,0,2,2,0,2,0,2
4,21,0,1,0,0,0,0,0
4,21,0,2,1,0,1,1,0
4,21,0,0,1,0,1,0,0
4,21,0,1,0,0,0,0,0
4,21,1,1,1,0,1,0,0
4,21,1,1,1,0,1,1,2
4,22,1,0,0,0,0,0,0
4,22,1,2,1,1,2,0,3
4,22,1,2,3,0,3,1,3
4,21,1,1,0,0,0,0,0
4,22,0,1,0,0,1,0,0
4,26,1,1,1,0,1,1,2
4,21,1,1,0,0,0,0,0
4,21,1,1,1,0,1,0,0
4,22,1,2,0,0,0,0,0
4,21,1,1,1,0,1,0,0
4,21,1,1,1,0,1,0,0
4,21,0,2,1,0,1,0,0
4,22,1,3,3,1,2,1,3
4,21,0,2,2,0,1,0,2
4,22,0,2,0,0,0,0,0
4,22,0,1,1,0,1,0,0
4,22,1,1,0,0,0,0,0
4,21,0,1,3,1,2,0,2
4,22,1,1,1,0,2,0,1
4,22,1,1,1,0,1,0,0
4,21,1,1,1,0,2,1,3
4,22,1,1,2,0,2,1,3
4,20,1,1,2,0,3,0,3
4,21,0,1,0,0,1,0,0
4,21,0,2,0,0,0,0,0
4,21,0,1,1,0,1,0,0
4,21,1,1,2,0,3,0,3
4,20,1,1,1,0,1,0,0
4,23,1,2,1,0,1,0,0
4,21,1,1,0,0,0,0,0
4,21,1,0,2,0,1,0,2
4,22,0,1,2,0,1,1,2
4,21,0,1,0,0,0,0,0
4,21,0,2,0,0,0,0,0
4,22,0,1,1,0,0,0,0
4,21,0,2,0,0,1,0,0
4,21,0,2,1,0,0,0,0
4,21,1,1,1,0,1,1,2
4,21,1,2,1,0,1,0,0
4,21,1,2,2,0,1,1,2
4,21,1,0,1,0,1,0,0
4,21,0,2,2,0,2,0,2
4,21,0,2,0,0,0,0,0
4,22,0,1,0,0,0,0,0
4,21,0,1,0,0,1,0,0
4,21,0,1,1,1,1,0,2
4,22,0,2,0,0,1,0,0
4,21,1,2,2,0,1,1,2
4,21,1,1,2,0,1,0,0
4,22,1,2,1,0,1,0,0
4,21,0,1,0,0,1,0,0
4,21,0,1,2,0,0,0,2
4,21,1,1,1,0,1,0,0
4,21,1,1,2,1,1,1,2
4,23,1,1,1,0,1,0,0
4,22,0,1,3,1,3,1,3
4,21,1,1,3,1,1,1,2
4,22,0,1,0,0,0,0,0
4,21,0,1,1,0,1,0,0
4,24,0,2,2,0,1,0,2
4,22,0,2,2,0,0,1,2
4,22,1,1,0,0,1,0,0
4,22,1,1,0,0,1,0,0
4,22,1,1,1,0,0,0,0
4,22,0,1,1,0,1,0,0
4,22,1,1,0,0,1,0,0
4,26,0,1,0,0,0,0,0
4,22,1,3,1,0,0,0,0
4,22,1,1,0,0,2,0,1
4,21,0,2,0,1,0,0,2
4,21,0,1,3,1,2,1,3
4,22,0,1,0,0,0,0,0
4,22,0,2,0,0,0,0,0
4,30,0,1,1,0,1,0,0
4,22,1,1,0,0,0,0,0
4,23,0,1,1,0,1,0,0
4,22,1,1,0,0,0,0,0
4,22,1,1,1,0,1,0,0
4,22,0,2,0,0,0,0,0
4,22,1,1,3,1,3,1,3
4,23,0,2,0,0,1,0,0
4,24,0,1,0,0,1,0,0
4,23,1,1,0,0,0,0,0
4,23,1,1,0,0,0,0,0
4,22,1,1,1,0,0,0,0
4,22,1,2,1,0,3,0,1
4,23,0,2,1,0,1,0,0
4,22,0,2,0,0,0,0,0
4,22,1,1,1,0,1,0,0
4,24,1,1,1,0,1,0,0
4,22,1,2,2,0,1,0,2
4,22,1,1,4,1,3,1,3
4,22,1,3,1,0,2,1,3
4,22,0,1,0,0,0,0,0
4,23,0,1,0,0,1,0,0
4,24,0,2,1,0,2,1,3
4,23,0,0,1,0,0,0,0
4,24,1,2,0,0,0,0,0
4,23,1,2,1,0,1,0,0
4,22,1,2,2,0,1,0,0
4,22,0,2,1,0,0,0,0
4,21,0,2,1,0,0,0,0
4,22,1,1,1,0,1,0,0
4,23,0,1,1,0,1,0,0
4,22,1,0,0,0,1,0,0
4,23,1,1,0,0,0,0,0
4,22,0,2,1,0,1,0,0
4,23,0,2,0,0,0,0,0
4,22,0,2,1,0,0,0,0
4,24,1,1,1,0,0,0,0
4,22,0,2,0,0,1,0,0
4,22,0,1,0,0,1,0,0
4,22,1,1,3,0,3,1,3
4,22,0,1,1,0,1,0,0
